OrderPriority,OrderPriorityPrice,Discount,UnitPrice,OrderQuantity,ShippingCost,ProductBaseMargin,Profit
3,10,0,100,6,20,0.52,1
0,0,0.03,96,9,35,0.5,1
3,10,0.01,501,14,26,0.6,1
3,10,0.08,10,9,6,0.48,1
3,10,0.09,3,42,1,0.59,1
2,7,0.09,26,34,6,0.75,1
4,15,0.03,224,21,15,0.38,1
2,7,0,25,26,9,0.5,1
2,7,0.05,60,7,10,0.39,1
2,7,0.08,21,28,1,0.83,1
2,7,0.02,16,41,5,0.55,1
4,15,0.07,152,35,7,0.74,1
2,7,0.08,6,10,7,0.37,1
2,7,0.01,20,33,35,0.84,1
3,10,0.04,12,146,6,0.57,1
0,0,0.1,7,153,6,0.69,1
4,15,0.1,8,19,2,0.38,1
4,15,0.03,111,38,3,0.57,1
1,5,0.07,36,5,6,0.38,1
1,5,0.08,66,20,6,0.58,1
3,10,0.04,12,37,6,0.57,1
0,0,0.1,7,38,6,0.69,1
4,15,0.04,19,5,10,0.37,1
4,15,0.09,11,8,3,0.57,1
1,5,0.07,173,176,20,0.08,1
1,5,0.09,8,3,1,0.36,1
1,5,0.07,173,44,20,0.08,1
1,5,0.09,8,1,1,0.36,0
2,7,0.04,62,40,4,0.08,1
1,5,0.02,4,12,7,0.6,1
1,5,0.07,9,37,6,0.39,1
0,0,0.07,35,17,15,0.37,1
0,0,0.02,12,9,6,0.38,1
0,0,0.06,35,13,9,0.56,1
3,10,0.05,40,14,10,0.55,1
3,10,0.05,40,3,10,0.55,1
4,15,0.1,2,20,1,0.83,1
3,10,0.07,155,14,7,0.59,1
3,10,0.07,155,3,7,0.59,1
3,10,0.07,301,14,65,0.56,1
3,10,0.01,21,28,45,0.61,1
2,7,0.1,4,88,1,0.44,1
1,5,0.08,10,17,2,0.39,1
2,7,0.1,4,22,1,0.44,1
4,15,0.09,58,39,37,0.61,1
3,10,0.1,219,17,70,0.15,1
1,5,0.02,27,3,4,0.75,1
1,5,0.08,10,4,2,0.39,1
2,7,0.95,159,41,60,0.55,1
2,7,0.06,56,33,5,0.83,1
2,7,0.08,31,25,9,0.4,1
4,15,0.1,442,6,15,0.56,1
0,0,0.03,206,29,3,0.58,1
3,10,0.01,9,61,4,0.56,1
4,15,0,12,17,5,0.58,1
3,10,0.01,9,15,4,0.56,1
1,5,0.03,21,20,1,0.35,1
4,15,0,12,4,5,0.58,1
1,5,0.09,51,28,7,0.73,1
3,10,0.07,2,116,2,0.59,1
3,10,0.09,32,68,35,0.81,1
3,10,0.07,10,23,2,0.39,1
3,10,0.07,2,29,2,0.59,1
2,7,0.01,36,41,1,0.35,1
1,5,0.04,67,119,20,0.4,1
1,5,0.07,17,122,6,0.58,1
1,5,0.04,67,30,20,0.4,1
1,5,0.1,131,42,55,0.69,1
1,5,0.04,3,28,1,0.59,1
4,15,0.01,2,24,6,0.37,0
4,15,0.07,21,3,9,0.59,1
2,7,0.05,13,3,5,0.82,1
1,5,0.07,17,31,6,0.58,1
2,7,0.05,64,31,14,0.46,1
2,7,0.05,204,41,14,0.37,1
4,15,0.06,26,163,14,0.6,1
4,15,0.06,26,41,14,0.6,1
0,0,0.03,21,9,1,0.57,1
4,15,0.07,124,14,52,0.63,1
3,10,0.06,15,22,8,0.39,1
3,10,0.09,40,12,20,0.77,1
3,10,0.05,12,1,6,0.57,0
2,7,0.01,7,14,2,0.38,1
0,0,0.07,16,14,1,0.4,1
1,5,0.09,126,20,9,0.55,1
2,7,0.05,301,20,14,0.06,1
2,7,0.04,206,11,5,0.59,1
2,7,0.05,20,30,4,0.57,1
2,7,0.05,12,6,7,0.35,1
2,7,0.01,7,3,2,0.38,0
4,15,0,8,43,4,0.42,1
4,15,0.02,6,42,3,0.37,1
4,15,0.02,54,36,20,0.59,1
4,15,0.02,3,39,1,0.59,1
4,15,0.02,66,27,4,0.55,1
0,0,0.05,35,23,5,0.38,1
3,10,0.06,44,17,16,0.55,1
3,10,0.05,165,167,20,0.59,1
3,10,0.09,18,71,9,0.57,1
4,15,0.02,15,68,7,0.48,1
3,10,0.1,6,26,4,0.68,1
3,10,0.07,3,22,1,0.39,1
2,7,0.02,4,40,1,0.39,1
3,10,0.05,165,42,20,0.59,1
4,15,0.02,15,17,7,0.48,1
1,5,0.07,6,20,1,0.39,1
1,5,0.04,181,3,30,0.69,1
1,5,0.06,3,2,49,0.56,0
1,5,0.01,111,19,14,0.69,1
1,5,0.05,4,23,2,0.53,1
1,5,0.04,3,39,1,0.55,1
1,5,0.04,22,18,15,0.38,1
1,5,0.06,18,3,5,0.54,1
0,0,0.09,95,87,20,0.79,1
1,5,0.09,7,13,8,0.58,1
1,5,0.07,49,15,35,0.83,1
2,7,0.07,39,12,2,0.54,1
0,0,0.09,95,22,20,0.79,1
0,0,0.06,2,13,5,0.41,1
1,5,0.06,4,46,1,0.83,1
3,10,0.05,13,19,5,0.4,1
1,5,0,25,1,13,0.39,0
2,7,0.09,5,8,8,0.05,0
2,7,0.02,20,3,7,0.53,1
2,7,0,12,5,2,0.55,1
2,7,0.05,2,20,3,0.55,1
0,0,0.02,137,16,24,0.06,1
1,5,0.06,4,12,1,0.83,1
0,0,0.06,4,3,5,0.38,0
3,10,0.09,100,6,20,0.52,1
0,0,0.09,6,81,2,0.51,1
3,10,0.09,100,1,20,0.52,1
3,10,0.04,206,6,5,0.56,1
0,0,0.09,6,20,2,0.51,1
1,5,0.09,36,24,7,0.4,1
1,5,0.09,5,37,7,0.36,1
2,7,0.06,700,15,24,0.41,1
2,7,0.04,1360,6,15,0.59,1
2,7,0.02,6,1,9,0.36,0
2,7,0.02,17,11,5,0.58,1
2,7,0.07,31,12,9,0.4,1
1,5,0.07,13,16,5,0.48,1
1,5,0.09,36,6,7,0.4,1
1,5,0,171,7,14,0.75,1
1,5,0.09,5,9,7,0.36,1
0,0,0.07,4,76,1,0.51,1
3,10,0,6,48,5,0.37,1
2,7,0.05,400,24,12,0.56,1
2,7,0.07,6,20,6,0.37,1
0,0,0.08,141,81,24,0.57,1
2,7,0.08,13,28,7,0.38,1
2,7,0,50,65,20,0.41,1
2,7,0.05,71,80,38,0.78,1
2,7,0.01,19,43,10,0.37,1
0,0,0.09,5,12,8,0.05,0
0,0,0,21,4,2,0.48,1
0,0,0.07,4,19,1,0.51,1
3,10,0,6,12,5,0.37,1
2,7,0.07,6,5,6,0.37,0
2,7,0,50,16,20,0.41,1
2,7,0.01,19,11,10,0.37,1
2,7,0.05,536,2,15,0.59,1
2,7,0.04,510,3,15,0.56,1
2,7,0,5,23,3,0.36,1
1,5,0.02,71,21,4,0.59,1
2,7,0.04,13,16,3,0.6,1
4,15,0.05,123,12,20,0.37,1
3,10,0.1,36,54,5,0.82,1
0,0,0.09,305,8,20,0.05,1
0,0,0.06,8,17,5,0.6,1
2,7,0.05,120,24,56,0.39,1
4,15,0.04,6,15,1,0.39,1
2,7,0.03,5,19,5,0.37,1
0,0,0.06,8,4,5,0.6,1
1,5,0.05,8,1,4,0.42,0
2,7,0.05,120,6,56,0.39,1
4,15,0,2,33,1,0.38,1
2,7,0.1,281,5,36,0.66,1
0,0,0.1,6,19,6,0.37,1
4,15,0.02,5,76,6,0.4,1
2,7,0.05,16,17,4,0.46,1
2,7,0,15,18,9,0.39,1
2,7,0.02,39,1,13,0.36,0
2,7,0.05,16,17,4,0.46,1
2,7,0.02,196,19,4,0.56,1
4,15,0.02,5,19,6,0.4,1
3,10,0.01,12,12,6,0.38,1
3,10,0.04,124,4,52,0.63,1
3,10,0.06,7,57,7,0.37,1
3,10,0.04,124,1,52,0.63,1
3,10,0.1,9,15,6,0.35,1
3,10,0.06,7,14,7,0.37,1
4,15,0.04,4,7,6,0.4,0
4,15,0.06,376,13,86,0.74,1
4,15,0.06,424,17,110,0.67,1
4,15,0.06,196,4,9,0.6,1
2,7,0.06,550,13,49,0.35,1
2,7,0.08,116,1,6,0.57,1
3,10,0.04,29,17,5,0.38,1
4,15,0.06,5,10,6,0.08,0
4,15,0.07,49,21,6,0.35,1
0,0,0.02,501,12,26,0.6,1
1,5,0.09,108,6,6,0.65,1
1,5,0.09,13,85,5,0.4,1
1,5,0,25,15,13,0.39,1
3,10,0.03,3,28,1,0.39,1
1,5,0.09,108,1,6,0.65,1
1,5,0.04,35,11,20,0.38,1
1,5,0.09,13,21,5,0.4,1
0,0,0.03,14,4,7,0.54,1
4,15,0.06,55,19,5,0.37,1
4,15,0.1,123,17,70,0.74,1
3,10,0.03,3,7,1,0.39,0
3,10,0.01,12,16,8,0.58,1
0,0,0,1,12,1,0.37,1
2,7,0.06,146,46,44,0.65,1
4,15,0,141,28,36,0.77,1
4,15,0.03,41,10,59,0.76,1
4,15,0,7,5,2,0.39,0
3,10,0.04,120,6,14,0.36,1
4,15,0.1,8,5,6,0.36,0
2,7,0.06,146,12,44,0.65,1
2,7,0.09,3,50,2,0.58,1
2,7,0.09,3,12,2,0.58,1
3,10,0.1,2,11,2,0.59,1
2,7,0.08,124,56,52,0.63,1
2,7,0.08,124,14,52,0.63,1
1,5,0.09,12,9,3,0.55,1
1,5,0.1,40,21,4,0.7,1
4,15,0.04,16,4,4,0.37,1
4,15,0.06,23,20,5,0.39,1
1,5,0.09,31,7,7,0.64,1
4,15,0.04,39,70,2,0.54,1
4,15,0.04,4,144,2,0.05,1
3,10,0.95,551,14,46,0.71,1
4,15,0.04,39,18,2,0.54,1
4,15,0.04,4,36,2,0.05,0
0,0,0.06,5,7,5,0.64,1
3,10,0.09,41,19,7,0.74,1
0,0,0.05,4,22,7,0.6,1
3,10,0.09,161,72,35,0.72,1
4,15,0.02,1360,22,15,0.59,1
0,0,0.02,9,24,10,0.4,1
3,10,0.09,161,18,35,0.72,1
3,10,0.09,176,22,5,0.59,1
4,15,0.02,1360,6,15,0.59,1
4,15,0.06,48,11,4,0.71,1
4,15,0.06,60,18,10,0.57,1
4,15,0.07,196,4,4,0.56,1
0,0,0.02,9,6,10,0.4,1
3,10,0.03,15,19,2,0.42,1
3,10,0.09,2,13,1,0.56,1
3,10,0,90,12,20,0.4,1
4,15,0.09,21,57,1,0.35,1
1,5,0.04,5,78,1,0.8,1
1,5,0.06,4,52,2,0.36,1
2,7,0.02,151,3,14,0.38,1
2,7,0.1,5,1,1,0.36,0
2,7,0.01,179,21,29,0.74,1
4,15,0.09,21,14,1,0.35,1
1,5,0.04,5,19,1,0.8,1
1,5,0.06,4,13,2,0.36,1
3,10,0.06,181,4,26,0.59,1
0,0,0.95,71,19,69,0.68,1
3,10,0.06,181,1,26,0.59,1
1,5,0,600,18,24,0.44,1
0,0,0.01,7,18,6,0.39,1
0,0,0.05,19,5,9,0.37,1
1,5,0.07,18,72,9,0.59,1
0,0,0.02,66,56,5,0.57,1
1,5,0.07,18,18,9,0.59,1
1,5,0.02,58,22,37,0.61,1
1,5,0.03,16,22,1,0.38,1
0,0,0.01,124,18,52,0.63,1
1,5,0.08,4,9,3,0.39,1
3,10,0.04,47,4,5,0.46,1
0,0,0.02,23,12,9,0.44,1
1,5,0.04,292,22,49,0.56,1
4,15,0.08,101,7,7,0.46,1
4,15,0,13,19,5,0.37,1
0,0,0.05,6,67,5,0.36,1
0,0,0.01,66,13,4,0.59,1
1,5,0.05,3,9,1,0.38,1
0,0,0.05,6,17,5,0.36,1
0,0,0.01,66,3,4,0.59,1
0,0,0.1,3,6,49,0.56,0
1,5,0.09,50,48,20,0.41,1
1,5,0.03,29,11,1,0.38,1
3,10,0.02,31,13,17,0.4,1
3,10,0.07,120,15,17,0.35,1
1,5,0.09,50,12,20,0.41,1
1,5,0.03,29,3,1,0.38,1
2,7,0.06,22,12,2,0.43,1
4,15,0.03,5,8,5,0.64,1
3,10,0.02,31,3,17,0.4,1
1,5,0.08,6,11,1,0.38,1
1,5,0,206,13,9,0.6,1
1,5,0.06,38,17,5,0.56,1
1,5,0.08,600,22,24,0.37,1
1,5,0.1,4,5,3,0.35,0
0,0,0.01,196,22,9,0.6,1
1,5,0.01,4,11,5,0.37,1
1,5,0.09,41,3,9,0.76,1
1,5,0.02,145,7,18,0.56,1
2,7,0.01,7,11,7,0.37,1
2,7,0.09,204,2,14,0.37,1
4,15,0.07,21,42,5,0.58,1
4,15,0.09,105,38,20,0.37,1
1,5,0.1,2,34,5,0.43,1
1,5,0.05,84,2,5,0.38,1
1,5,0.07,66,6,20,0.59,1
4,15,0.07,21,11,5,0.58,1
4,15,0.09,105,10,20,0.37,1
1,5,0.1,2,9,5,0.43,0
2,7,0.1,67,19,20,0.4,1
3,10,0.02,6,43,6,0.37,1
3,10,0.04,25,41,9,0.66,1
3,10,0.07,881,33,45,0.62,1
0,0,0.08,8,37,4,0.61,1
1,5,0.07,51,9,14,0.58,1
1,5,0.01,22,3,2,0.43,1
1,5,0.04,13,3,6,0.57,1
1,5,0,5,21,1,0.36,1
2,7,0.1,67,5,20,0.4,1
3,10,0.02,6,11,6,0.37,1
3,10,0.06,6,6,1,0.38,1
3,10,0.04,25,10,9,0.66,1
3,10,0.07,881,8,45,0.62,1
3,10,0.02,450,1,24,0.52,1
3,10,0.03,95,12,20,0.79,1
3,10,0.02,290,1,20,0.56,1
3,10,0.04,46,15,5,0.56,1
3,10,0.09,4,31,1,0.44,1
3,10,0.1,66,44,4,0.59,1
3,10,0.06,6,2,8,0.36,0
3,10,0.04,46,4,5,0.56,1
3,10,0.09,4,8,1,0.44,1
3,10,0.1,66,11,4,0.59,1
0,0,0.04,20,9,11,0.6,1
0,0,0.06,17,11,6,0.58,1
0,0,0.04,16,7,8,0.5,1
3,10,0.06,5,9,4,0.54,1
2,7,0.08,10,3,2,0.37,1
1,5,0,3,11,1,0.52,1
2,7,0.01,6,5,8,0.37,0
1,5,0.01,14,33,8,0.39,1
4,15,0.01,4,5,1,0.38,0
3,10,0.01,21,6,5,0.58,1
1,5,0.01,14,8,8,0.39,1
2,7,0.02,7,11,7,0.37,1
3,10,0.03,501,32,28,0.38,1
1,5,0.05,600,49,24,0.44,1
3,10,0.03,501,8,28,0.38,1
1,5,0.05,600,12,24,0.44,1
2,7,0.06,5,21,5,0.38,1
2,7,0.03,10,24,2,0.43,1
1,5,0.09,501,46,26,0.6,1
1,5,0.09,20,7,35,0.84,1
2,7,0.02,5,33,1,0.36,1
2,7,0.1,7,12,7,0.37,1
1,5,0.05,21,10,7,0.78,1
0,0,0.05,5,8,2,0.72,1
2,7,0.06,5,5,5,0.38,0
2,7,0.03,10,6,2,0.43,1
1,5,0.09,501,12,26,0.6,1
1,5,0.09,20,2,35,0.84,0
2,7,0.04,92,3,40,0.67,1
2,7,0.09,3,9,5,0.56,1
2,7,0.1,7,3,7,0.37,0
1,5,0,13,27,1,0.35,1
1,5,0,13,7,1,0.35,1
2,7,0.05,41,11,17,0.36,1
2,7,0.01,181,3,55,0.57,1
2,7,0.08,29,12,9,0.42,1
3,10,0.01,143,4,20,0.56,1
0,0,0.95,71,3,69,0.68,1
3,10,0.07,6,9,2,0.46,1
3,10,0.05,22,10,9,0.41,1
3,10,0.03,3,1,4,0.58,0
4,15,0.08,69,4,60,0.41,1
0,0,0.95,71,1,69,0.68,0
1,5,0.04,3,11,4,0.56,1
1,5,0.1,173,26,20,0.08,1
0,0,0.06,38,7,13,0.57,1
0,0,0,7,10,6,0.08,0
0,0,0.08,6,6,8,0.36,1
4,15,0.07,10,9,5,0.59,1
3,10,0,1,46,1,0.37,1
3,10,0.03,36,13,7,0.4,1
0,0,0.08,6,2,8,0.36,0
4,15,0.07,10,2,5,0.59,0
0,0,0.06,200,9,24,0.46,1
2,7,0.03,6,8,6,0.37,1
3,10,0.01,5,8,5,0.36,0
3,10,0,1,12,1,0.37,0
3,10,0.03,36,3,7,0.4,1
4,15,0.06,114,12,30,0.69,1
4,15,0,121,5,30,0.64,1
4,15,0.02,6,10,8,0.37,0
4,15,0,2,33,2,0.55,1
4,15,0.02,6,3,8,0.37,0
4,15,0.06,116,11,4,0.56,1
2,7,0,81,11,7,0.48,1
2,7,0.01,49,6,6,0.38,1
4,15,0,2,8,2,0.55,0
0,0,0.08,4,8,1,0.37,1
0,0,0.06,6,1,9,0.36,0
3,10,0.09,6,7,6,0.4,1
3,10,0.04,10,3,1,0.37,1
0,0,0.01,151,8,66,0.65,1
0,0,0.08,201,1,24,0.58,1
4,15,0.03,7,8,2,0.48,1
0,0,0.08,3,7,1,0.52,1
0,0,0.04,14,10,8,0.56,1
0,0,0.01,201,4,24,0.58,1
0,0,0.09,21,7,1,0.57,1
3,10,0.02,9,29,3,0.39,1
3,10,0.05,3502,3,9,0.57,1
3,10,0.07,12,32,5,0.58,1
3,10,0.09,3,14,1,0.59,1
3,10,0.05,7,1,8,0.58,0
0,0,0.01,201,1,24,0.58,1
0,0,0.09,21,2,1,0.57,1
3,10,0.05,3502,1,9,0.57,1
3,10,0.05,35,6,9,0.56,1
3,10,0.07,12,8,5,0.58,1
3,10,0.08,18,7,5,0.54,1
3,10,0.09,28,12,14,0.58,1
3,10,0.05,7,1,8,0.58,0
0,0,0.07,143,1,20,0.56,1
0,0,0.07,143,1,20,0.56,1
4,15,0.09,265,1,18,0.58,1
1,5,0,20,12,15,0.57,1
1,5,0.08,7,4,3,0.36,1
1,5,0.01,5,1,5,0.38,0
3,10,0.03,57,2,13,0.56,1
3,10,0.04,8,12,10,0.59,1
3,10,0.02,41,1,17,0.36,0
4,15,0.09,34,7,20,0.55,1
2,7,0.04,2,5,1,0.57,0
2,7,0.07,4,6,49,0.6,0
3,10,0.08,6,3,5,0.36,0
1,5,0.1,30,12,1,0.37,1
4,15,0.08,114,24,30,0.69,1
4,15,0.09,31,2,4,0.75,1
4,15,0.08,48,19,6,0.37,1
2,7,0.09,6,17,7,0.37,1
2,7,0.02,29,1,6,0.37,0
3,10,0.02,121,10,59,0.75,1
3,10,0.01,19,6,10,0.37,1
1,5,0.1,30,3,1,0.37,1
4,15,0.08,114,6,30,0.69,1
4,15,0.08,48,5,6,0.37,1
2,7,0.09,6,4,7,0.37,0
3,10,0.06,3,1,1,0.56,0
2,7,0.02,29,1,6,0.37,0
1,5,0.06,86,11,1,0.55,1
1,5,0.06,86,3,1,0.55,1
2,7,0.07,116,12,3,0.55,1
0,0,0.06,36,38,9,0.75,1
0,0,0.06,36,10,9,0.75,1
3,10,0.1,66,11,6,0.56,1
4,15,0.05,32,15,7,0.75,1
0,0,0.09,207,48,1,0.55,1
0,0,0.07,58,27,37,0.61,1
4,15,0.01,401,45,43,0.71,1
4,15,0.05,32,4,7,0.75,1
3,10,0.1,101,8,57,0.78,1
3,10,0.01,7,1,6,0.37,0
3,10,0.01,120,3,20,0.59,1
0,0,0.09,207,12,1,0.55,1
0,0,0.07,58,7,37,0.61,1
4,15,0.95,401,11,43,0.71,1
1,5,0.01,21,9,2,0.48,1
4,15,0.04,18,12,9,0.59,1
1,5,0.04,58,2,37,0.61,1
4,15,0.1,11,8,5,0.59,1
4,15,0.01,6,5,7,0.37,0
1,5,0.01,21,2,2,0.48,1
1,5,0.01,3,1,2,0.84,0
1,5,0.07,108,47,6,0.65,1
1,5,0.09,2,27,7,0.38,1
2,7,0.03,3,7,1,0.38,0
1,5,0.07,108,12,6,0.65,1
1,5,0.09,2,7,7,0.38,0
3,10,0.02,6,8,1,0.39,1
2,7,0.06,193,28,20,0.71,1
2,7,0.08,43,17,5,0.56,1
4,15,0.01,67,12,20,0.4,1
4,15,0.04,5,7,5,0.38,0
2,7,0.08,43,4,5,0.56,1
0,0,0.08,3,1,1,0.37,1
0,0,0.08,66,10,4,0.55,1
4,15,0.1,56,12,1,0.35,1
4,15,0.08,116,9,3,0.55,1
0,0,0.08,66,3,4,0.55,1
1,5,0.1,201,34,16,0.36,1
2,7,0.03,40,9,4,0.7,1
1,5,0.1,201,9,16,0.36,1
2,7,0.07,6,2,6,0.36,0
2,7,0.1,84,13,20,0.38,1
4,15,0.09,2,9,1,0.44,0
4,15,0.04,40,6,10,0.4,1
1,5,0.04,31,31,7,0.64,1
0,0,0.02,16,5,1,0.4,1
3,10,0,3,9,1,0.58,1
3,10,0.05,96,13,5,0.56,1
3,10,0.06,9,1,4,0.58,0
3,10,0.02,101,1,7,0.4,1
1,5,0.04,31,8,7,0.64,1
1,5,0.08,20,23,9,0.37,1
1,5,0.03,7,34,2,0.47,1
0,0,0.02,6,12,5,0.36,1
0,0,0.07,3,34,4,0.56,1
0,0,0.95,296,23,54,0.76,1
4,15,0.07,3,6,1,0.08,0
1,5,0.08,20,6,9,0.37,1
1,5,0.03,7,9,2,0.47,1
0,0,0.02,6,3,5,0.36,1
0,0,0.07,3,9,4,0.56,1
0,0,0.1,296,6,54,0.76,1
0,0,0.05,11,11,1,0.35,1
0,0,0.02,41,5,3,0.36,1
1,5,0.1,4,1,2,0.53,0
0,0,0.01,3,10,1,0.37,1
0,0,0.03,6,5,8,0.4,1
1,5,0,56,41,7,0.68,1
1,5,0.05,21,2,1,0.83,1
3,10,0.05,8,34,5,0.6,1
1,5,0,56,10,7,0.68,1
1,5,0.05,21,1,1,0.83,1
3,10,0.05,8,9,5,0.6,1
2,7,0.08,5,48,6,0.4,1
2,7,0.08,5,12,6,0.4,1
2,7,0,58,11,37,0.61,1
4,15,0,6,11,5,0.39,1
4,15,0.05,9,2,4,0.4,0
4,15,0.04,99,3,9,0.35,1
4,15,0.01,8,2,6,0.36,0
4,15,0.08,66,2,20,0.59,1
4,15,0.02,5,1,5,0.36,0
0,0,0.03,19,6,6,0.56,1
0,0,0.06,60,7,10,0.57,1
2,7,0.1,194,14,12,0.59,1
2,7,0.1,194,4,12,0.59,1
0,0,0.04,49,10,5,0.59,1
0,0,0.03,9,1,3,0.39,1
0,0,0,35,21,5,0.38,1
1,5,0.03,181,7,30,0.69,1
4,15,0,5,11,4,0.64,1
4,15,0.07,41,7,7,0.74,1
4,15,0.01,3,11,2,0.58,1
0,0,0.08,61,1,2,0.5,1
0,0,0,30,6,7,0.08,1
0,0,0.08,12,1,5,0.58,1
0,0,0,35,5,5,0.38,1
2,7,0.05,4,42,5,0.4,1
4,15,0.05,71,3,27,0.6,1
4,15,0.05,5,5,8,0.38,0
4,15,0.09,23,9,17,0.39,1
3,10,0.04,8,9,6,0.36,1
3,10,0.95,124,10,52,0.63,1
2,7,0.01,281,44,57,0.78,1
2,7,0.03,6,18,6,0.37,1
4,15,0,4,39,5,0.37,1
2,7,0.01,281,11,57,0.78,1
2,7,0.03,6,5,6,0.37,0
4,15,0,4,10,5,0.37,0
4,15,0.04,13,9,7,0.38,1
4,15,0.06,105,6,10,0.79,1
1,5,0.06,500,44,24,0.36,1
1,5,0.02,21,28,53,0.78,1
2,7,0.08,11,4,5,0.37,1
1,5,0.06,500,11,24,0.36,1
1,5,0.02,21,7,53,0.78,1
4,15,0.05,39,4,11,0.04,0
2,7,0.08,11,1,5,0.37,0
2,7,0.05,58,10,37,0.61,1
1,5,0.06,3,5,1,0.37,0
1,5,0.09,419,76,20,0.05,1
1,5,0.09,12,2,2,0.55,1
1,5,0.03,5,16,5,0.36,1
2,7,0.04,86,5,11,0.58,1
3,10,0.06,4,1,7,0.39,0
2,7,0.05,58,3,37,0.61,1
1,5,0.03,5,1,1,0.8,0
1,5,0.06,3,1,1,0.37,0
1,5,0.09,419,20,20,0.05,1
1,5,0.09,12,1,2,0.55,0
3,10,0.1,292,1,49,0.56,1
2,7,0,10,30,6,0.36,1
2,7,0.1,30,25,9,0.74,1
3,10,0.05,3,3,1,0.56,0
3,10,0.1,292,1,49,0.56,1
3,10,0.08,10,2,2,0.41,0
3,10,0.08,52,10,10,0.37,1
3,10,0.05,65,9,7,0.73,1
3,10,0.05,139,7,52,0.74,1
4,15,0.1,28,4,6,0.55,1
1,5,0.08,7,9,7,0.37,1
1,5,0,9,2,2,0.4,1
2,7,0,10,8,6,0.36,1
2,7,0.1,30,6,9,0.74,1
1,5,0,31,20,4,0.75,1
4,15,0.09,281,17,57,0.78,1
4,15,0.01,10,42,12,0.4,1
1,5,0,31,5,4,0.75,1
4,15,0.09,8,12,10,0.59,1
4,15,0.09,281,4,57,0.78,1
4,15,0.01,10,11,12,0.4,1
4,15,0.03,227,6,28,0.59,1
0,0,0.08,6,9,8,0.37,1
0,0,0.04,6,3,7,0.36,0
3,10,0.07,115,11,51,0.65,1
3,10,0.1,32,11,7,0.75,1
2,7,0.05,66,7,4,0.57,1
4,15,0.06,14,3,7,0.54,1
1,5,0.06,3,31,1,0.36,1
1,5,0.08,12,25,6,0.57,1
1,5,0.06,3,8,1,0.36,1
1,5,0.08,12,6,6,0.57,1
4,15,0.03,79,2,20,0.43,1
1,5,0.1,5,27,3,0.37,1
1,5,0,55,3,14,0.37,1
3,10,0.03,17,31,12,0.35,1
4,15,0.1,321,31,24,0.55,1
4,15,0.01,5,18,5,0.38,1
3,10,0.03,49,11,4,0.56,1
4,15,0.1,321,8,24,0.55,1
4,15,0.01,5,5,5,0.38,0
3,10,0.03,49,3,4,0.56,1
2,7,0.05,3,3,1,0.39,0
0,0,0.05,7,5,8,0.38,1
2,7,0.01,35,4,15,0.37,1
2,7,0.04,39,1,2,0.51,1
2,7,0.08,120,8,56,0.39,1
2,7,0.01,81,9,35,0.83,1
2,7,0.01,35,1,15,0.37,0
3,10,0.05,4,1,5,0.08,0
0,0,0.08,21,36,3,0.08,1
0,0,0.03,10,48,5,0.4,1
2,7,0,38,8,3,0.35,1
1,5,0.04,3,4,1,0.58,1
0,0,0.08,21,9,3,0.08,1
0,0,0.03,10,12,5,0.4,1
3,10,0.01,5,10,5,0.37,1
4,15,0.07,5,6,5,0.36,0
0,0,0.1,9,1,2,0.52,1
4,15,0.08,34,10,20,0.55,1
4,15,0,306,5,27,0.56,1
2,7,0.1,2,10,1,0.83,1
0,0,0.06,2,7,4,0.53,1
4,15,0.08,41,11,9,0.59,1
2,7,0,91,49,30,0.61,1
2,7,0.04,21,39,5,0.08,1
2,7,0.05,7,50,5,0.36,1
4,15,0.05,5,1,5,0.38,0
4,15,0.03,4,41,4,0.59,1
4,15,0.06,3,21,4,0.56,1
2,7,0,91,12,30,0.61,1
2,7,0.04,21,20,5,0.08,1
2,7,0.05,7,13,5,0.36,1
3,10,0.09,5,12,3,0.52,1
3,10,0,881,1,45,0.62,1
4,15,0.05,5,1,5,0.38,0
4,15,0.03,4,10,4,0.59,1
4,15,0.06,3,5,4,0.56,0
2,7,0.02,31,12,4,0.74,1
2,7,0.02,35,37,20,0.38,1
2,7,0.02,18,13,9,0.59,1
2,7,0.02,10,31,2,0.43,1
2,7,0.01,3,46,1,0.39,1
2,7,0.02,6,29,9,0.37,1
1,5,0.01,10,10,5,0.4,1
1,5,0.02,13,8,5,0.82,1
2,7,0.02,35,9,20,0.38,1
2,7,0.02,18,3,9,0.59,1
2,7,0.01,3,12,1,0.39,1
2,7,0.02,6,7,9,0.37,0
0,0,0.1,6,18,1,0.39,1
0,0,0.08,6,15,7,0.37,1
3,10,0.03,5,36,6,0.39,1
1,5,0.05,8,1,9,0.58,0
0,0,0.1,6,5,1,0.39,1
0,0,0.08,6,4,7,0.37,1
1,5,0.07,21,3,4,0.77,1
3,10,0,6,7,8,0.37,0
3,10,0.04,37,1,4,0.46,1
3,10,0.03,5,9,6,0.39,1
0,0,0.03,12,32,5,0.58,1
1,5,0.04,23,5,12,0.39,1
1,5,0.08,126,4,4,0.57,1
2,7,0.08,100,1,20,0.52,1
0,0,0.03,12,8,5,0.58,1
1,5,0.05,4,42,7,0.49,1
2,7,0.08,16,44,1,0.4,1
2,7,0.01,10,30,6,0.55,1
2,7,0.08,388,43,20,0.38,1
1,5,0.07,71,48,60,0.6,1
1,5,0.06,83,34,6,0.44,1
1,5,0.02,2,31,2,0.46,1
1,5,0.07,5,11,8,0.38,1
