OrderPriority,OrderPriorityPrice,Discount,UnitPrice,OrderQuantity,ShippingCost,ProductBaseMargin,Profit
Not Specified,0,0,58,13,37,0.61,422.94
Not Specified,0,0,30,7,6,0.51,101.1
Not Specified,0,0.03,16,1,8,0.5,-0.48
Medium,7,0.04,6,16,3,0.54,45
Critical,15,0.1,126,3,9,0.59,176.22
Low,5,0.02,5,5,4,0.51,8.25
Low,5,0,55,8,7,0.37,155.8
Not Specified,0,0.03,42,7,3,0.35,91.08
Not Specified,0,0.09,5,11,2,0.36,12.85
High,10,0.09,4,12,1,0.37,12.44
High,10,0.02,66,10,5,0.57,358
High,10,0.06,9,11,2,0.49,40.57
High,10,0.04,2,6,1,0.52,4.76
High,10,0.02,12,12,6,0.57,73.2
Not Specified,0,0.1,4,44,1,0.83,127.48
Low,5,0.08,14,2,2,0.49,9.48
Not Specified,0,0.1,4,11,1,0.83,31.12
Critical,15,0.08,401,9,48,0.36,962.52
Low,5,0,47,18,7,0.44,365.24
Low,5,0.09,162,3,20,0.66,257.02
High,10,0.09,6,7,5,0.35,5.92
Medium,7,0.04,22,20,4,0.52,207.2
Medium,7,0.03,26,61,14,0.6,890.02
High,10,0,21,3,9,0.37,14.31
High,10,0.01,101,29,60,0.59,1638.82
Critical,15,0.07,8,12,2,0.74,62.32
Critical,15,0.04,45,4,2,0.55,89.8
Critical,15,0.05,7,1,7,0.37,-4.76
Critical,15,0.02,176,12,5,0.59,1198.84
Not Specified,0,0.09,281,2,57,0.78,330.78
Not Specified,0,0.02,23,9,8,0.39,68.59
Not Specified,0,0.07,6,17,1,0.55,47.96
Medium,7,0.03,26,15,14,0.6,208.3
High,10,0.08,4,11,6,0.4,8.08
High,10,0,21,1,9,0.37,-1.23
High,10,0.01,101,7,60,0.59,350.06
Critical,15,0.07,27,10,4,0.75,179.6
High,10,0.07,12,71,7,0.35,231.56
High,10,0,15,28,9,0.57,230.4
Not Specified,0,0.04,40,12,20,0.77,330.4
Not Specified,0,0.09,26,2,7,0.49,13.8
Critical,15,0.07,27,3,4,0.75,51.08
High,10,0.03,5,16,2,0.36,24.4
High,10,0.07,12,18,7,0.35,53.48
High,10,0,15,7,9,0.57,50.85
High,10,0.01,90,16,1,0.56,791
Critical,15,0.07,881,20,45,0.62,9646
Critical,15,0,13,20,5,0.59,148.4
Low,5,0.08,6,17,1,0.39,30.62
Critical,15,0.07,881,5,45,0.62,2377.75
Critical,15,0,13,5,5,0.59,33.35
Critical,15,0.03,3,17,5,0.36,11.83
Not Specified,0,0.07,9,44,2,0.49,164.32
Not Specified,0,0.01,32,55,2,0.42,719.6
Medium,7,0.08,101,4,36,0.62,182.16
Medium,7,0,151,10,14,0.38,559.8
Not Specified,0,0.07,9,11,2,0.49,39.58
Not Specified,0,0.01,32,14,2,0.42,181.68
Medium,7,0.02,41,17,9,0.54,353.44
Medium,7,0.08,101,1,36,0.62,18.54
Medium,7,0,151,3,14,0.38,158.14
Low,5,0.01,96,62,5,0.56,3268.6
High,10,0.04,5,52,1,0.36,82.2
High,10,0.08,86,71,1,0.55,2868.82
Low,5,0.09,6,11,5,0.36,12.82
Low,5,0.01,96,16,5,0.56,839.8
High,10,0.03,106,7,14,0.65,446.04
High,10,0.04,5,13,1,0.36,19.8
High,10,0.08,86,18,1,0.55,726.56
Medium,7,0.06,21,17,6,0.65,204.63
Medium,7,0.02,21,54,2,0.48,519.64
Low,5,0.03,7,15,2,0.4,36.85
Not Specified,0,0.1,52,2,16,0.04,-22.34
Medium,7,0.01,2,5,2,0.51,3
Medium,7,0.06,21,4,6,0.65,43.56
Medium,7,0.02,21,13,2,0.48,123.58
Low,5,0.95,281,7,36,0.66,-606.43
Low,5,0.06,4,9,7,0.49,8.48
Low,5,0.04,56,13,3,0.59,397.4
Low,5,0.05,36,11,5,0.85,311.8
Medium,7,0.02,116,56,56,0.4,2412.48
Medium,7,0.02,116,14,56,0.4,561.12
Low,5,0.03,35,8,5,0.6,154.6
Low,5,0,501,14,41,0.66,4588.24
High,10,0.04,6,1,2,0.51,0.82
High,10,0.02,13,14,6,0.57,94.1
High,10,0.03,16,60,7,0.48,425
High,10,0.04,296,39,54,0.76,8257.68
High,10,0.03,16,15,7,0.48,101
High,10,0.95,296,10,54,0.76,-616.4
Not Specified,0,0.04,18,12,9,0.4,68.76
Not Specified,0,0.07,419,18,20,0.05,-208.55
Not Specified,0,0.02,11,23,3,0.57,136.15
Not Specified,0,0.1,151,27,16,0.7,2430.2
High,10,0.02,162,69,20,0.66,7133.92
Medium,7,0,3,29,5,0.36,26.32
Not Specified,0,0.02,11,6,3,0.57,33.3
Not Specified,0,0.95,151,7,16,0.7,-280.25
High,10,0.02,162,17,20,0.66,1742.56
Medium,7,0,3,7,5,0.36,2.56
Low,5,0.08,11,15,7,0.59,77.15
High,10,0.01,101,2,60,0.59,57.16
Low,5,0.03,11,7,7,0.64,39.97
Low,5,0.09,4,8,5,0.04,-6.66
High,10,0.07,23,32,2,0.46,285.04
Medium,7,0.07,100,17,20,0.52,745
Medium,7,0.01,86,6,1,0.39,195.08
Critical,15,0.06,8,2,2,0.52,5.36
Critical,15,0.06,111,10,9,0.78,790.2
Critical,15,0.08,24,15,7,0.35,90.2
High,10,0.07,23,8,2,0.46,69.76
Not Specified,0,0.07,8,6,3,0.77,30.6
Not Specified,0,0.01,24,44,6,0.38,384.72
High,10,0.08,5,45,0,0.39,69.75
Not Specified,0,0.01,8,65,1,0.35,175.8
Not Specified,0,0.07,8,2,3,0.77,8.2
Not Specified,0,0.01,24,11,6,0.38,91.68
High,10,0.08,5,11,0,0.39,17.05
Not Specified,0,0.01,8,16,1,0.35,42.52
Low,5,0.09,156,15,4,0.55,1072.4
Critical,15,0.02,66,14,4,0.59,522.68
Medium,7,0.09,31,2,6,0.4,13.22
Medium,7,0.1,126,5,8,0.59,300.7
High,10,0.03,4,27,6,0.08,-0.6
High,10,0.05,121,26,9,0.35,934.8
Medium,7,0.05,16,19,1,0.38,99.32
Low,5,0.04,14,9,5,0.49,51.7
Low,5,0.03,83,3,6,0.45,98.58
High,10,0.03,4,7,6,0.08,-4.6
High,10,0.05,121,6,9,0.35,208.8
High,10,0.04,5,9,3,0.37,11.85
Medium,7,0.01,3,15,1,0.36,14.75
Medium,7,0,14,26,8,0.56,195.84
Low,5,0.03,3,39,1,0.36,37.61
Medium,7,0.01,3,4,1,0.36,3.2
Medium,7,0,14,6,8,0.56,39.04
Medium,7,0,5,12,1,0.85,50
Low,5,0.02,49,17,10,0.57,448.15
Low,5,0.05,3,15,2,0.42,14.65
Low,5,0.05,2,3,2,0.49,0.64
Low,5,0.03,3,10,1,0.36,8.9
Not Specified,0,0,21,21,9,0.37,154.17
Not Specified,0,0.03,6,17,1,0.39,35.72
Not Specified,0,0,8,29,5,0.41,90.12
Medium,7,0.03,8,10,5,0.6,40.6
Medium,7,0.05,131,11,55,0.69,867.24
Not Specified,0,0,21,5,9,0.37,29.85
Not Specified,0,0.03,6,4,1,0.39,7.64
Not Specified,0,0,8,7,5,0.41,17.96
High,10,0.04,66,17,3,0.55,569.22
High,10,0.1,5,12,6,0.4,12
Low,5,0.08,26,18,7,0.49,184.88
Low,5,0.04,2,30,1,0.36,18.2
Low,5,0.06,161,6,30,0.62,510.96
Low,5,0.04,2,8,1,0.36,4.12
Low,5,0.06,161,2,30,0.62,150.32
Not Specified,0,0.05,27,4,4,0.75,71.6
Not Specified,0,0.1,19,11,9,0.37,47.43
Low,5,0.1,58,12,37,0.61,317.96
High,10,0.04,6,32,3,0.36,58.44
High,10,0.04,6,8,3,0.36,12.36
Critical,15,0,9,5,4,0.38,13.1
Critical,15,0.02,7,2,8,0.58,-0.16
Critical,15,0.09,5,18,5,0.64,44.5
Critical,15,0.04,33,5,6,0.75,111.15
Low,5,0,2,7,5,0.55,2.7
Low,5,0.06,26,10,6,0.75,173.4
Not Specified,0,0.06,141,5,20,0.73,452.35
Medium,7,0.08,5,44,3,0.37,60.8
Low,5,0.08,3,56,1,0.39,51.08
Low,5,0.05,25,65,9,0.5,722.25
Low,5,0.08,167,2,35,0.85,222.18
Critical,15,0.09,3,38,1,0.39,33.2
High,10,0.02,45,6,2,0.55,141.1
Low,5,0.02,145,2,18,0.56,138.6
Low,5,0.01,10,1,2,0.41,2
Low,5,0.08,3,14,1,0.39,12.02
Low,5,0.05,25,16,9,0.5,171
Low,5,0.08,167,1,35,0.85,93.59
Critical,15,0.09,3,9,1,0.39,7.1
High,10,0.1,206,20,9,0.56,1886.2
Low,5,0.1,3,17,0,0.37,13.77
Low,5,0.05,196,13,4,0.57,1320.96
High,10,0.1,206,5,9,0.56,464.8
Critical,15,0.95,151,8,39,0.75,-280.6
Not Specified,0,0.06,114,12,30,0.69,831.84
Medium,7,0.07,421,9,20,0.35,1040.92
Low,5,0.09,8,12,2,0.52,39.28
Low,5,0.08,16,44,1,0.38,210.2
High,10,0,66,27,20,0.59,1031.38
Low,5,0.1,8,38,9,0.58,136.92
Low,5,0.07,600,38,24,0.37,6816
Low,5,0.08,3,15,1,0.39,12.95
High,10,0.01,57,7,13,0.56,206.45
High,10,0.05,279,1,35,0.8,174.25
Low,5,0.09,8,3,2,0.52,8.32
Low,5,0.08,16,11,1,0.38,51.8
High,10,0.1,43,2,4,0.64,42.44
High,10,0,66,7,20,0.59,252.58
Low,5,0.1,8,9,9,0.58,25.56
Low,5,0.07,600,9,24,0.37,1596
Low,5,0.08,3,4,1,0.39,2.72
Not Specified,0,0.07,16,14,1,0.38,68.44
Low,5,0.08,400,45,12,0.56,8628
Low,5,0.08,400,11,12,0.56,2100
Not Specified,0,0.04,71,35,4,0.59,1362.75
Low,5,0,401,32,48,0.36,4571.52
Not Specified,0,0,18,66,9,0.4,466.2
Not Specified,0,0.04,71,9,4,0.59,347.45
Medium,7,0.03,4,8,5,0.08,-3.4
Medium,7,0.1,4,17,1,0.39,18.72
Medium,7,0.08,21,3,5,0.58,26.5
Low,5,0,401,8,48,0.36,1106.88
Not Specified,0,0.01,6,11,1,0.38,23.42
Not Specified,0,0,18,17,9,0.4,113.4
Medium,7,0.03,5,16,5,0.79,55.8
High,10,0.08,8,12,4,0.61,46.88
Low,5,0.03,4,26,7,0.6,52.28
High,10,0.09,10,36,9,0.6,174.6
Low,5,0.03,4,6,7,0.6,6.68
Medium,7,0.05,6,3,5,0.4,1.3
Medium,7,0.06,8,3,1,0.36,6.2
Medium,7,0.08,3,14,1,0.37,11.18
High,10,0.09,10,9,9,0.6,36.9
High,10,0.01,33,18,2,0.41,235.6
High,10,0.02,3,4,5,0.36,-0.92
High,10,0.01,22,13,15,0.38,90.82
High,10,0.09,86,2,1,0.55,78.12
Not Specified,0,0.03,6,8,5,0.35,10.36
Medium,7,0.05,16,33,2,0.42,193.36
Medium,7,0.08,20,62,7,0.49,501.4
Medium,7,0,19,65,9,0.37,447.95
Medium,7,0.09,126,75,9,0.55,4338
High,10,0.09,21,15,1,0.57,150.2
Not Specified,0,0.03,9,12,5,0.57,53.32
Not Specified,0,0.04,208,15,68,0.58,1616.8
High,10,0.09,67,9,20,0.4,166.93
High,10,0.1,43,7,6,0.5,114.4
Medium,7,0.05,16,8,2,0.42,45.36
Medium,7,0.08,20,15,7,0.49,116
Medium,7,0,19,16,9,0.37,103.48
Medium,7,0.09,126,19,9,0.55,1092.24
Critical,15,0.08,16,2,11,0.6,5.64
Critical,15,0.05,179,10,29,0.74,1206.1
Critical,15,0.08,5,7,6,0.4,5.2
Critical,15,0.03,6,42,7,0.37,78.68
Medium,7,0.04,6,11,5,0.39,18.1
Medium,7,0.06,4,32,5,0.35,32.12
Medium,7,0,600,69,24,0.44,18192
Medium,7,0.04,41,74,6,0.36,964.88
Medium,7,0.09,15,71,9,0.57,502.2
Medium,7,0.01,19,3,9,0.37,11.52
Low,5,0.04,233,57,20,0.59,7284.55
Low,5,0,6,39,8,0.4,85.6
Critical,15,0.03,6,11,7,0.37,15.44
Medium,7,0.04,6,3,5,0.39,1.3
Medium,7,0.06,4,8,5,0.35,4.28
Critical,15,0.06,5,12,5,0.36,13
Critical,15,0.06,348,9,40,0.62,1713.92
Critical,15,0.02,36,19,6,0.38,240.24
Medium,7,0,600,17,24,0.44,4464
Medium,7,0.04,41,18,6,0.36,230.16
Medium,7,0.09,15,18,9,0.57,120.6
Medium,7,0.01,19,1,9,0.37,-2.16
Low,5,0.04,233,14,20,0.59,1774.1
Low,5,0,6,10,8,0.4,16
Medium,7,0.05,4,3,6,0.4,-1.8
Critical,15,0.07,14,41,9,0.56,272.26
Critical,15,0.07,14,10,9,0.56,59.6
High,10,0.05,15,19,14,0.58,137.05
High,10,0.01,265,68,18,0.58,10253.4
High,10,0.06,3,65,2,0.58,99.4
Not Specified,0,0.08,20,4,9,0.58,31
Not Specified,0,0.03,86,8,1,0.85,563.16
Not Specified,0,0.07,8,12,2,0.52,41.2
High,10,0,8,5,5,0.41,11.4
High,10,0.01,265,17,18,0.58,2549.85
High,10,0.06,3,16,2,0.58,22.96
Medium,7,0.04,141,71,4,0.59,5502.05
Low,5,0.1,6,48,1,0.39,82.52
Medium,7,0.04,141,18,4,0.59,1391.9
Low,5,0.1,6,12,1,0.39,19.88
Critical,15,0.08,66,3,9,0.58,90
Not Specified,0,0.04,7,68,2,0.39,164.6
Not Specified,0,0.09,11,65,7,0.64,386.25
Not Specified,0,0.04,7,17,2,0.39,39.65
Not Specified,0,0.09,11,16,7,0.64,89.8
Critical,15,0.02,5,6,2,0.36,8.2
Critical,15,0.95,219,13,70,0.15,-2361.84
High,10,0.1,8,72,2,0.74,366.64
High,10,0.1,8,18,2,0.74,90.16
High,10,0,21,12,3,0.08,17.16
Low,5,0.04,39,10,13,0.36,111.8
Not Specified,0,0.06,36,14,15,0.4,156.36
Not Specified,0,0.07,16,15,1,0.38,73.4
Critical,15,0.07,22,1,8,0.39,-0.96
Critical,15,0.06,120,11,56,0.39,379.6
Critical,15,0.07,37,7,14,0.41,74.06
Medium,7,0.02,2,10,2,0.59,9.4
Medium,7,0.1,7,14,2,0.47,34.26
Critical,15,0.06,1,1,1,0.81,-0.25
Critical,15,0.04,81,11,35,0.81,651.07
Critical,15,0.07,66,2,5,0.56,59.68
Not Specified,0,0,10,6,6,0.48,22.8
Low,5,0.01,81,7,34,0.37,170.12
High,10,0.95,262,6,63,0.75,-377.4
Critical,15,0.07,22,1,8,0.39,-0.96
Not Specified,0,0.04,18,7,9,0.4,36.36
Not Specified,0,0.02,6,12,7,0.37,18.2
High,10,0.08,5,3,1,0.39,3.65
Low,5,0.09,20,6,4,0.68,66.8
High,10,0.06,5,7,5,0.38,6.2
Not Specified,0,0.01,19,10,1,0.35,63.6
Not Specified,0,0.09,3,40,2,0.57,55.6
High,10,0.09,151,55,14,0.38,2394.45
Low,5,0.09,20,2,4,0.68,19.6
High,10,0.1,38,12,3,0.35,111
High,10,0.06,5,2,5,0.38,-1.8
Not Specified,0,0.01,19,2,1,0.35,11.92
Not Specified,0,0.09,3,10,2,0.57,12.4
High,10,0.09,151,14,14,0.38,599.06
Critical,15,0.09,12,12,7,0.5,52.04
Not Specified,0,0.1,7,1,6,0.39,-3.97
Not Specified,0,0.09,7,9,5,0.37,12.64
Critical,15,0.07,116,53,6,0.58,3129.48
High,10,0.05,3,8,1,0.39,7.16
High,10,0.95,260,2,67,0.65,-223
High,10,0.09,40,43,9,0.65,954.2
Medium,7,0.05,71,47,69,0.68,2033.31
Low,5,0.04,6,41,6,0.37,75.18
High,10,0.09,40,11,9,0.65,237.4
Medium,7,0.04,22,5,8,0.39,30.5
Medium,7,0.05,71,12,69,0.68,467.76
Low,5,0.04,6,10,6,0.37,13.8
Critical,15,0.05,98,1,0,0.36,30.38
Low,5,0.1,5,60,8,0.08,-14
Not Specified,0,0.09,9,20,7,0.57,79.4
Low,5,0.03,42,20,3,0.35,265.8
Low,5,0.01,7,54,0,0.38,139.86
Critical,15,0.04,8,58,9,0.79,339
Medium,7,0,22,41,14,0.52,455.04
High,10,0.06,14,6,6,0.38,20.88
High,10,0.01,36,7,1,0.35,84.68
Not Specified,0,0.09,9,5,7,0.57,14.6
Low,5,0.01,7,14,0,0.38,36.26
Critical,15,0.04,8,14,9,0.79,75
Medium,7,0,22,10,14,0.52,100.4
Medium,7,0.06,193,42,20,0.71,5248.9
Medium,7,0.01,86,30,3,0.35,874.2
Medium,7,0.06,193,11,20,0.71,1359.95
Medium,7,0.01,86,8,3,0.35,230.92
Medium,7,0.1,8,9,4,0.42,19.04
Medium,7,0.06,17,11,2,0.45,70.93
Low,5,0,13,14,5,0.48,82.36
Medium,7,0.05,4,15,5,0.35,13
Medium,7,0.02,180,11,14,0.57,1075
Medium,7,0.06,66,6,3,0.56,195
Medium,7,0,34,14,2,0.45,212.2
Low,5,0.95,376,6,86,0.74,-559.76
Not Specified,0,0.08,124,14,52,0.63,902.8
Medium,7,0.06,17,3,2,0.45,17.89
Low,5,0.05,10,5,2,0.43,17
High,10,0.01,126,59,3,0.58,4234.38
High,10,0.09,12,44,3,0.55,239.88
Critical,15,0,6,35,5,0.55,110.5
High,10,0.05,4,13,5,0.59,23.08
High,10,0.06,20,8,4,0.44,56.8
High,10,0.01,126,15,3,0.58,1074.3
High,10,0.09,12,11,3,0.55,57.72
High,10,0.05,5,12,3,0.38,16.8
Critical,15,0,6,9,5,0.55,24.7
Medium,7,0.02,16,55,4,0.37,304
Low,5,0.02,18,11,9,0.4,66.24
Medium,7,0.02,16,14,4,0.37,74.4
Critical,15,0,6,12,8,0.36,17.92
Low,5,0.03,29,4,1,0.38,39.6
Low,5,0.02,18,3,9,0.4,11.52
Medium,7,0.01,244,1,63,0.57,73.64
Critical,15,0.01,66,12,8,0.59,451.36
Not Specified,0,0.01,3,14,1,0.39,14.96
Not Specified,0,0.06,126,3,8,0.57,184.78
Low,5,0,2,5,3,0.82,5.2
Not Specified,0,0.08,206,2,9,0.56,188.76
Not Specified,0,0.08,123,13,20,0.37,443.71
High,10,0.04,450,18,49,0.38,2705
High,10,0.06,4,17,1,0.37,20.08
Low,5,0.03,31,44,7,0.79,1029.64
Low,5,0.07,14,8,9,0.43,31.32
Low,5,0.06,5,31,1,0.36,45.5
Low,5,0.08,126,32,8,0.59,2048.32
High,10,0.04,450,5,49,0.38,716
High,10,0.06,4,4,1,0.37,3.96
Low,5,0.02,8,6,6,0.35,9.84
Low,5,0.08,368,2,20,0.05,-42.08
Low,5,0.08,262,3,63,0.75,463.62
Low,5,0.06,5,8,1,0.36,11
Low,5,0.08,126,8,8,0.59,506.08
High,10,0.05,61,9,12,0.64,311.91
Critical,15,0.06,12,59,6,0.38,220.56
Critical,15,0.03,4,38,2,0.05,1.04
High,10,0.04,64,35,12,0.38,749.6
High,10,0.1,22,16,6,0.59,166.48
High,10,0.01,120,50,20,0.59,3460
Low,5,0.02,15,6,7,0.48,34.4
Low,5,0,10,7,5,0.51,30.7
Low,5,0.1,6,5,2,0.56,11.8
Critical,15,0.06,12,15,6,0.38,51.6
Critical,15,0.03,4,10,2,0.05,-1.2
Low,5,0.01,38,6,5,0.38,79.36
High,10,0.04,64,9,12,0.38,183.84
High,10,0.1,22,4,6,0.59,37.12
High,10,0.01,120,13,20,0.59,884.8
Critical,15,0.04,95,7,18,0.56,327.8
Medium,7,0.08,41,8,5,0.57,155.72
Not Specified,0,0.01,31,1,4,0.75,18.94
Not Specified,0,0.07,62,7,11,0.63,232.04
Not Specified,0,0.09,193,6,20,0.71,697.96
High,10,0.09,3,5,1,0.59,6.5
Critical,15,0.02,121,14,30,0.64,1020.28
Low,5,0.1,22,14,9,0.41,86.48
Low,5,0.01,206,11,9,0.58,1282.62
Critical,15,0.02,121,4,30,0.64,270.08
Critical,15,0.09,14,10,8,0.39,34
High,10,0.01,8,1,4,0.61,0.8
High,10,0.06,23,1,8,0.39,-0.41
High,10,0.02,8,11,5,0.6,46.04
Low,5,0,81,3,5,0.59,138.37
Low,5,0.04,116,4,3,0.58,247.56
Low,5,0.04,6,58,8,0.4,117.28
Medium,7,0.1,7,25,6,0.39,44.75
Medium,7,0.07,285,16,70,0.6,2346.8
Medium,7,0.03,108,54,6,0.65,3609.84
Low,5,0.04,6,14,8,0.4,22.24
Medium,7,0.1,7,6,6,0.39,6.18
Medium,7,0.07,285,4,70,0.6,534.2
Medium,7,0.03,108,14,6,0.65,931.44
High,10,0.03,12,1,6,0.57,0.48
Low,5,0.04,69,8,60,0.41,144.24
Low,5,0.09,3,3,1,0.37,1.52
Low,5,0.05,4,13,2,0.36,14.12
Low,5,0.01,8,13,9,0.4,31.56
Medium,7,0.07,298,28,15,0.57,4157
Low,5,0.06,4,1,1,0.38,0.28
Low,5,0.01,5,3,2,0.52,5.65
Critical,15,0.01,128,5,13,0.5,300.6
Critical,15,0.03,36,2,1,0.57,37.88
Critical,15,0.08,7,5,5,0.35,4.45
Medium,7,0.07,298,7,15,0.57,1028
Medium,7,0.02,47,12,7,0.44,229.88
Medium,7,0.07,167,8,35,0.85,1007.08
High,10,0.03,13,3,5,0.59,16.84
Low,5,0.04,16,9,4,0.37,43.52
Not Specified,0,0.02,9,18,4,0.38,54.32
Medium,7,0.04,26,56,6,0.39,503.6
Medium,7,0,3,37,2,0.41,43.51
High,10,0.06,71,54,89,0.69,2326.42
Not Specified,0,0.02,9,5,4,0.38,12.2
Medium,7,0.04,26,14,6,0.39,121.4
Medium,7,0,3,9,2,0.41,9.07
Low,5,0.09,4,10,5,0.04,-7.08
Low,5,0.1,6,7,1,0.49,15.38
High,10,0.02,66,6,9,0.56,204.84
Low,5,0.09,114,2,30,0.69,106.8
Low,5,0.05,21,1,2,0.48,7.03
Low,5,0.95,401,8,76,0.6,-1198.8
Not Specified,0,0.03,7,7,6,0.37,10.66
Not Specified,0,0.01,6,7,4,0.56,19.1
Not Specified,0,0,206,8,3,0.59,969.32
Critical,15,0.08,2,13,1,0.57,11.74
Not Specified,0,0.08,23,14,9,0.44,106.92
High,10,0.1,10,1,6,0.35,-3.5
Critical,15,0.95,124,2,52,0.63,-131.36
High,10,0.1,10,1,6,0.35,-3.5
Low,5,0.09,54,4,6,0.62,108.48
Low,5,0.03,3,2,2,0.57,1.24
Medium,7,0.02,156,40,9,0.58,3485.4
Not Specified,0,0.03,21,35,4,0.6,414.95
Not Specified,0,0.03,24,31,7,0.35,231.08
High,10,0.03,66,56,6,0.55,1915.92
High,10,0.03,281,55,57,0.78,11534.25
High,10,0.03,2,58,1,0.41,43.08
Medium,7,0.02,156,10,9,0.58,864.6
Medium,7,0.07,7,10,3,0.37,18
Not Specified,0,0.03,21,9,4,0.6,103.73
Not Specified,0,0.03,24,8,7,0.35,54.44
High,10,0.02,178,9,20,0.55,829.06
High,10,0.03,66,14,6,0.55,474.48
High,10,0.03,281,14,57,0.78,2893.5
High,10,0.03,2,14,1,0.41,9.64
Not Specified,0,0.06,2,56,1,0.37,33.72
Not Specified,0,0.08,3,47,1,0.54,63.86
Not Specified,0,0.06,2,14,1,0.37,7.68
Not Specified,0,0.08,3,12,1,0.54,15.56
High,10,0.08,4,1,5,0.4,-3.72
High,10,0.05,44,7,16,0.55,138
Not Specified,0,0,90,3,42,0.66,136.2
Not Specified,0,0.08,7,14,8,0.42,25.32
Medium,7,0.08,23,12,9,0.57,126.24
Medium,7,0.95,44,6,47,0.67,-120.92
High,10,0.1,10,59,6,0.55,259.5
High,10,0.04,25,24,13,0.39,197
Medium,7,0.06,69,4,60,0.41,36.6
High,10,0.1,10,15,6,0.55,61.5
High,10,0.04,25,6,13,0.39,39.5
Low,5,0.03,36,12,15,0.4,144.84
Not Specified,0,0.01,173,2,20,0.08,4.22
Not Specified,0,0.04,86,5,1,0.85,347.3
Medium,7,0.03,3,50,1,0.37,50
Medium,7,0.03,3,13,1,0.37,12.26
Not Specified,0,0.01,19,26,4,0.05,15.76
Not Specified,0,0.06,35,45,5,0.6,845.5
Not Specified,0,0.01,19,6,4,0.05,0.56
Not Specified,0,0.06,35,11,5,0.6,202.9
Critical,15,0.03,9,18,4,0.38,52.7
Critical,15,0.08,6,4,7,0.36,-0.28
Critical,15,0,206,9,3,0.58,1072.32
High,10,0.09,8,7,4,0.61,25.12
Critical,15,0.01,5,10,6,0.36,11.5
Critical,15,0.03,1,7,1,0.37,1.38
Critical,15,0.03,96,15,74,0.57,703.6
Critical,15,0.09,66,3,4,0.59,95
High,10,0.01,5,10,3,0.38,15.5
Medium,7,0.06,171,22,36,0.66,2221.2
Medium,7,0.07,41,1,34,0.73,-6.94
Medium,7,0.06,5,16,6,0.4,21.2
Medium,7,0.08,19,79,10,0.37,425.29
Medium,7,0.06,66,25,4,0.59,870.5
Not Specified,0,0.01,19,11,5,0.37,70.24
Critical,15,0.08,14,81,7,0.52,491.96
Critical,15,0.08,101,2,42,0.61,65.06
Critical,15,0.09,2,16,1,0.4,8.92
Critical,15,0.02,121,6,9,0.35,230.58
Critical,15,0.1,101,6,57,0.78,355.08
Critical,15,0.09,60,14,10,0.57,393.2
Medium,7,0.06,5,4,6,0.4,0.8
Medium,7,0.08,19,20,10,0.37,100.2
Medium,7,0.06,66,6,4,0.59,205.88
Not Specified,0,0,36,20,1,0.57,409.4
Not Specified,0,0.01,19,3,5,0.37,15.52
High,10,0,14,1,2,0.49,4.86
High,10,0.04,100,12,20,0.5,532
High,10,0.01,5,1,5,0.38,-3.15
Low,5,0.03,35,15,8,0.57,275.5
Low,5,0.06,4,18,5,0.08,-3.56
Critical,15,0.08,14,20,7,0.52,116.2
Critical,15,0.01,38,18,5,0.38,248.08
Critical,15,0.01,111,8,9,0.78,674.76
Critical,15,0.01,17,20,2,0.46,151
Low,5,0.03,7,12,8,0.38,21.4
Low,5,0.02,10,17,6,0.48,72.2
Critical,15,0.1,14,43,6,0.38,162.56
Critical,15,0.03,102,83,21,0.59,4719.96
Low,5,0.07,6,1,10,0.4,-8.02
Not Specified,0,0.08,363,12,20,0.57,2114.44
Not Specified,0,0,3,12,1,0.56,19.16
Critical,15,0.1,14,11,6,0.38,37.12
Critical,15,0.03,102,21,21,0.59,1178.52
Critical,15,0.06,12,25,6,0.57,147
Low,5,0.08,7,22,5,0.37,39.66
Not Specified,0,0.02,20,88,7,0.53,890.6
Medium,7,0.05,11,31,7,0.64,194.19
Critical,15,0.06,12,6,6,0.57,30.72
Low,5,0.08,7,5,5,0.37,5.15
Not Specified,0,0.02,20,22,7,0.53,217.4
Critical,15,0.04,227,11,28,0.59,1345.35
Medium,7,0.05,11,8,7,0.64,44.92
Critical,15,0,41,18,5,0.57,415.66
Critical,15,0.07,10,20,2,0.38,60
Not Specified,0,0.05,86,58,3,0.58,2640.64
Medium,7,0.05,151,14,66,0.65,1202.4
Medium,7,0.04,17,41,8,0.38,228.98
Critical,15,0.07,10,5,2,0.38,13.5
High,10,0.08,5,1,6,0.47,-4.05
High,10,0.1,6,14,3,0.71,48.24
Critical,15,0,4,9,5,0.37,8.32
Not Specified,0,0.05,86,14,3,0.58,635.12
Medium,7,0.06,23,68,9,0.57,788.64
High,10,0.03,126,86,8,0.57,5843.44
Medium,7,0.06,23,17,9,0.57,190.41
Medium,7,0.05,12,21,8,0.58,125.56
High,10,0.03,126,22,8,0.57,1488.88
High,10,0,5,13,1,0.52,32.8
Not Specified,0,0.02,78,34,4,0.76,1958.48
High,10,0,5,3,1,0.52,6.8
Not Specified,0,0.02,78,9,4,0.76,515.48
Critical,15,0.03,35,29,8,0.38,347.25
Critical,15,0.03,35,7,8,0.38,77.75
Critical,15,0.1,3,2,4,0.56,-1.24
Low,5,0.03,15,17,9,0.39,82.8
Medium,7,0.06,1,59,1,0.37,17.29
Medium,7,0.1,46,41,5,0.57,881.42
Critical,15,0,3,2,1,0.56,2.36
